ID,Name,Size,MRP,Sale Price,URL
715,SBL Rumex Crispus Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-rumex-crispus-dilution-30-ch-otc348617
716,Dr. Reckeweg Nuphar Luteum Mother Tincture Q,20 ml,₹360,₹335,https://www.1mg.com/otc/dr.-reckeweg-nuphar-luteum-mother-tincture-q-otc327556
717,SBL Aloe Socotrina Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-aloe-socotrina-dilution-30-ch-otc338387
718,ADEL 10 Deasth Drop,20 ml,₹295,₹259,https://www.1mg.com/otc/adel-10-deasth-drop-otc326113
719,Dr. Reckeweg Acid Nitricum Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-acid-nitricum-dilution-30-ch-otc326835
720,SBL Ceanothus Americanus Mother Tincture Q,30 ml,₹330,₹267,https://www.1mg.com/otc/sbl-ceanothus-americanus-mother-tincture-q-otc338505
721,Bakson's Homeopathy Kof Aid Plus Cough Syrup Sugar Free,450 ml,₹240,₹214,https://www.1mg.com/otc/bakson-s-homeopathy-kof-aid-plus-cough-syrup-sugar-free-otc659086
722,Dr Willmar Schwabe India Alpha - HA Drop,30 ml,₹125,₹111,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-ha-drop-otc327175
723,SBL Thlaspi Bursa Pastoris Mother Tincture Q,30 ml,₹220,₹187,https://www.1mg.com/otc/sbl-thlaspi-bursa-pastoris-mother-tincture-q-otc349007
724,Dr. Reckeweg Lycopodium Dilution 1000 CH,11 ml,₹210,₹187,https://www.1mg.com/otc/dr.-reckeweg-lycopodium-dilution-1000-ch-otc336002
725,Haslab Drox 14 Goutrin Drop,30 ml,₹170,₹127,https://www.1mg.com/otc/haslab-drox-14-goutrin-drop-otc339516
726,SBL Bio-Combination 15 Tablet,25 gm,₹110,₹100,https://www.1mg.com/otc/sbl-bio-combination-15-tablet-otc331061
727,Dr Willmar Schwabe Germany Tonsiotren Tablet,20 gm,₹440,₹409,https://www.1mg.com/otc/dr-willmar-schwabe-germany-tonsiotren-tablet-otc327184
728,Dr. Reckeweg Acid Fluor Dilution 30 CH,11 ml,₹145,₹113,https://www.1mg.com/otc/dr.-reckeweg-acid-fluor-dilution-30-ch-otc326854
729,SBL Lycopodium Clavatum Dilution 1000 CH,30 ml,₹140,₹132,https://www.1mg.com/otc/sbl-lycopodium-clavatum-dilution-1000-ch-otc348183
730,Dr Willmar Schwabe India Lycopodium Clavatum Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/dr-willmar-schwabe-india-lycopodium-clavatum-dilution-30-ch-otc405141
731,Dr Willmar Schwabe India Hamamelis Virginica Mother Tincture Q,30 ml,₹150,₹127,https://www.1mg.com/otc/dr-willmar-schwabe-india-hamamelis-virginica-mother-tincture-q-otc391051
732,Dr. Reckeweg Hepar Sulphur Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-hepar-sulphur-dilution-30-ch-otc326735
733,ADEL Berberis Vulg Mother Tincture Q,20 ml,₹270,₹259,https://www.1mg.com/otc/adel-berberis-vulg-mother-tincture-q-otc328879
734,Allen Osteofit Tablet,25 gm,₹175,₹150,https://www.1mg.com/otc/allen-osteofit-tablet-otc330409
735,Dr. Reckeweg Gelsemium Sempervirens Dilution 200 CH,11 ml,₹170,₹147,https://www.1mg.com/otc/dr.-reckeweg-gelsemium-sempervirens-dilution-200-ch-otc335274
736,SBL Antimonium Crudum Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-antimonium-crudum-dilution-30-ch-otc338381
737,Allen Hernia Drop,30 ml,₹170,₹155,https://www.1mg.com/otc/allen-hernia-drop-otc756379
738,SBL Chimaphila Umbellata Mother Tincture Q,30 ml,₹240,₹216,https://www.1mg.com/otc/sbl-chimaphila-umbellata-mother-tincture-q-otc338502
739,SBL Baptisia Tinctoria Mother Tincture Q,30 ml,₹280,₹201,https://www.1mg.com/otc/sbl-baptisia-tinctoria-mother-tincture-q-otc348868
740,Dr. Reckeweg Sepia Dilution 200 CH,11 ml,₹170,₹161,https://www.1mg.com/otc/dr.-reckeweg-sepia-dilution-200-ch-otc335999
741,SBL Nixocid Tablet,450 gm,₹910,₹855,https://www.1mg.com/otc/sbl-nixocid-tablet-otc812927
742,SBL Robinia Pseudacacia Dilution 6 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-robinia-pseudacacia-dilution-6-ch-otc355929
743,Dr Willmar Schwabe India Bryonia Alba Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/dr-willmar-schwabe-india-bryonia-alba-dilution-30-ch-otc398020
744,SBL Wipe Clear Acne Lotion,30 ml,₹95,₹80,https://www.1mg.com/otc/sbl-wipe-clear-acne-lotion-otc339920
745,SBL Petroleum Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-petroleum-dilution-30-ch-otc338308
746,Dr. Reckeweg Selenium Trituration Tablet 3X,20 gm,₹255,₹230,https://www.1mg.com/otc/dr.-reckeweg-selenium-trituration-tablet-3x-otc326930
747,Hapdco Aqui Plus Face Wash,65 ml,₹99,₹91.1,https://www.1mg.com/otc/hapdco-aqui-plus-face-wash-otc726376
748,Allen A69 Anal Fissures Drop,30 ml,₹170,₹151,https://www.1mg.com/otc/allen-a69-anal-fissures-drop-otc330466
749,SBL Boerhaavia Diffusa Mother Tincture Q,30 ml,₹105,₹99.2,https://www.1mg.com/otc/sbl-boerhaavia-diffusa-mother-tincture-q-otc348881
750,Dr. Reckeweg Ruta Graveolens Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-ruta-graveolens-dilution-30-ch-otc326464
751,Dr. Reckeweg Rhus Tox Dilution 1000 CH,11 ml,₹210,₹187,https://www.1mg.com/otc/dr.-reckeweg-rhus-tox-dilution-1000-ch-otc331704
752,German's Thuja Anti Warts Cream,25 gm,₹70,₹62,https://www.1mg.com/otc/german-s-thuja-anti-warts-cream-otc651865
753,SBL Alumina Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-alumina-dilution-30-ch-otc338384
754,Bakson B2 Stomach Drop,30 ml,₹185,₹150,https://www.1mg.com/otc/bakson-b2-stomach-drop-otc387991
755,Rxhomeo Baryta Carb 30C,30 ml,₹150,₹78,https://www.1mg.com/otc/rxhomeo-baryta-carb-30c-otc858326
756,SBL Dulcamara Dilution 30 CH,30 ml,₹100,₹85,https://www.1mg.com/otc/sbl-dulcamara-dilution-30-ch-otc338334
757,Medisynth Nasaltone Oral Drop,30 ml,₹175,₹159,https://www.1mg.com/otc/medisynth-nasaltone-oral-drop-otc339316
758,Dr. Reckeweg Acidum Phosph Dilution 200 CH,11 ml,₹170,₹161,https://www.1mg.com/otc/dr.-reckeweg-acidum-phosph-dilution-200-ch-otc335561
759,SBL Sabadilla Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-sabadilla-dilution-30-ch-otc348622
760,Haslab Digesto Syrup,450 ml,₹260,₹230,https://www.1mg.com/otc/haslab-digesto-syrup-otc476544
761,Dr Willmar Schwabe India Alfalfa Tonic For Children,100 ml,₹130,₹116,https://www.1mg.com/otc/dr-willmar-schwabe-india-alfalfa-tonic-for-children-otc407044
762,Dr Boricke Damiatone Oral Drops,30 ml,₹360,₹331,https://www.1mg.com/otc/dr-boricke-damiatone-oral-drops-otc850187
763,Dr. Reckeweg R41 Sexual Neurasthenia Drop (22ml Each),30 ml,₹540,₹475,https://www.1mg.com/otc/dr.-reckeweg-r41-sexual-neurasthenia-drop-22ml-each-otc870815
764,Dr. Reckeweg Insulinum Trituration Tablet 10X,20 gm,₹255,₹227,https://www.1mg.com/otc/dr.-reckeweg-insulinum-trituration-tablet-10x-otc326934
765,Bjain Calendula Officinalis Mother Tincture Q,100 ml,₹195,₹144,https://www.1mg.com/otc/bjain-calendula-officinalis-mother-tincture-q-otc445062
766,Dr. Reckeweg Berberis Aquif Mother Tincture Q,20 ml,₹315,₹296,https://www.1mg.com/otc/dr.-reckeweg-berberis-aquif-mother-tincture-q-otc327785
767,Allen A44 Hyper Acidity & Ulcer Drop,30 ml,₹170,₹151,https://www.1mg.com/otc/allen-a44-hyper-acidity-ulcer-drop-otc330269
768,SBL Magnesia Phosphorica Biochemic Tablet 12X,25 gm,₹110,₹104,https://www.1mg.com/otc/sbl-magnesia-phosphorica-biochemic-tablet-12x-otc331032
769,SBL Baryta Carbonicum Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-baryta-carbonicum-dilution-30-ch-otc346001
770,SBL Argentum Nitricum Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-argentum-nitricum-dilution-200-ch-otc345910
771,SBL Nux Vomica Mother Tincture Q,30 ml,₹105,₹93,https://www.1mg.com/otc/sbl-nux-vomica-mother-tincture-q-otc338438
772,Dr. Reckeweg Thuja Occ Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-thuja-occ-dilution-30-ch-otc326369
773,Dr Willmar Schwabe India Dizester Digestive Tonic Sugar Free,200 ml,₹195,₹174,https://www.1mg.com/otc/dr-willmar-schwabe-india-dizester-digestive-tonic-sugar-free-otc602818
774,Dr. Reckeweg Gymnema Syl Mother Tincture Q,20 ml,₹270,₹240,https://www.1mg.com/otc/dr.-reckeweg-gymnema-syl-mother-tincture-q-otc327736
775,SBL Sarsaparilla Mother Tincture Q,30 ml,₹220,₹180,https://www.1mg.com/otc/sbl-sarsaparilla-mother-tincture-q-otc338420
776,Dr Willmar Schwabe India Caladium Seguinum Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/dr-willmar-schwabe-india-caladium-seguinum-dilution-30-ch-otc398201
777,SBL Lemna Minor Mother Tincture Q,30 ml,₹125,₹111,https://www.1mg.com/otc/sbl-lemna-minor-mother-tincture-q-otc338442
778,SBL Asafoetida Dilution 30 CH,30 ml,₹100,₹85,https://www.1mg.com/otc/sbl-asafoetida-dilution-30-ch-otc345938
779,SBL Paeonia Officianalis Mother Tincture Q,30 ml,₹330,₹272,https://www.1mg.com/otc/sbl-paeonia-officianalis-mother-tincture-q-otc349003
780,Wheezal WL36 Sciatica & Slip Disc Drop,30 ml,₹175,₹156,https://www.1mg.com/otc/wheezal-wl36-sciatica-slip-disc-drop-otc387916
781,Haslab Baby Tone-Up Tonic,100 ml,₹85,₹70,https://www.1mg.com/otc/haslab-baby-tone-up-tonic-otc339500
782,Adven Adzag-Forte Drop (25ml Each),100 ml,₹555,₹413,https://www.1mg.com/otc/adven-adzag-forte-drop-25ml-each-otc675994
783,Dr. Reckeweg Conium Mac Dilution 200 CH,11 ml,₹170,₹151,https://www.1mg.com/otc/dr.-reckeweg-conium-mac-dilution-200-ch-otc336003
784,Bhargava Gas Off Tablet,10 tablets,₹40,₹35,https://www.1mg.com/otc/bhargava-gas-off-tablet-otc563427
785,Dr. Reckeweg Causticum Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-causticum-dilution-30-ch-otc326847
786,ADEL 31 Upelva Drop,20 ml,₹310,₹268,https://www.1mg.com/otc/adel-31-upelva-drop-otc327729
787,Bakson's Homeopathy Alfalfa Tonic with Ginseng,450 ml,₹305,₹270,https://www.1mg.com/otc/bakson-s-homeopathy-alfalfa-tonic-with-ginseng-otc502632
788,REPL Dr. Advice No.49 Gray Hair Drop,30 ml,₹180,₹160,https://www.1mg.com/otc/repl-dr.-advice-no.49-gray-hair-drop-otc339384
789,Dr Willmar Schwabe India Calendula Officinalis Mother Tincture Q,30 ml,₹110,₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-calendula-officinalis-mother-tincture-q-otc390831
790,Dr Willmar Schwabe India Topi Aesculus Cream,25 gm,₹80,₹71,https://www.1mg.com/otc/dr-willmar-schwabe-india-topi-aesculus-cream-otc499173
791,Dr Willmar Schwabe India Aconitum Napellus Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/dr-willmar-schwabe-india-aconitum-napellus-dilution-30-ch-otc391760
792,SBL Psoralea Corylifolia Mother Tincture Q,30 ml,₹105,₹99.2,https://www.1mg.com/otc/sbl-psoralea-corylifolia-mother-tincture-q-otc338427
793,Dr Willmar Schwabe India Phytolacca Berry Tablet (4 in 1 Combo Pack) Tablet,80 gm,₹580,₹430,https://www.1mg.com/otc/dr-willmar-schwabe-india-phytolacca-berry-tablet-4-in-1-combo-pack-tablet-otc328855
794,SBL Ignatia Amara Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-ignatia-amara-dilution-30-ch-otc347955
795,SBL Glowing Beauty Fairness Cream,50 gm,₹100,₹89,https://www.1mg.com/otc/sbl-glowing-beauty-fairness-cream-otc397975
796,SBL Dulcamara Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-dulcamara-dilution-200-ch-otc346533
797,SBL Influenzinum Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-influenzinum-dilution-200-ch-otc347960
798,Dr. Reckeweg R76 Asthma Forte Drop,22 ml,₹285,₹243,https://www.1mg.com/otc/dr.-reckeweg-r76-asthma-forte-drop-otc327354
799,SBL Ginkgo Biloba Tablet 1X,25 gm,₹315,₹284,https://www.1mg.com/otc/sbl-ginkgo-biloba-tablet-1x-otc330986
800,New Life Bach Flower Mimulus 30,30 ml,₹125,₹121,https://www.1mg.com/otc/new-life-bach-flower-mimulus-30-otc386650
801,Dr Willmar Schwabe India Bryonia Alba Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-bryonia-alba-dilution-200-ch-otc398019
802,Adven Osteodin Tablet,210 tablets,₹555,₹432,https://www.1mg.com/otc/adven-osteodin-tablet-otc726278
803,SBL Bio-Combination 12 Tablet,25 gm,₹110,₹97,https://www.1mg.com/otc/sbl-bio-combination-12-tablet-otc331052
804,SBL Robinia Pseudacacia Mother Tincture Q,30 ml,₹125,₹118,https://www.1mg.com/otc/sbl-robinia-pseudacacia-mother-tincture-q-otc338424
805,Wheezal WL07 Cold And Cough Drop,30 ml,₹175,₹156,https://www.1mg.com/otc/wheezal-wl07-cold-and-cough-drop-otc387863
806,SBL Hypericum Perforatum Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-hypericum-perforatum-dilution-30-ch-otc338320
807,SBL Babchi Oil,60 ml,₹145,₹129,https://www.1mg.com/otc/sbl-babchi-oil-otc368022
808,Allen A53 Alopecia Drop,30 ml,₹170,₹151,https://www.1mg.com/otc/allen-a53-alopecia-drop-otc330332
809,SBL Baryta Carbonicum Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-baryta-carbonicum-dilution-200-ch-otc346002
810,ADEL Acid Phos Mother Tincture Q,20 ml,₹270,₹239,https://www.1mg.com/otc/adel-acid-phos-mother-tincture-q-otc327070
811,SBL  Bacopa Munnieri Mother Tincture Q,30 ml,₹105,₹93,https://www.1mg.com/otc/sbl-bacopa-munnieri-mother-tincture-q-otc338513
812,Dr. Reckeweg Bio-Combination 7 (BC 7) Tablet,20 gm,₹200,₹188,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-7-bc-7-tablet-otc326280
813,Dr Willmar Schwabe India Cholesterinum Trituration Tablet 3X,20 gm,₹150,₹134,https://www.1mg.com/otc/dr-willmar-schwabe-india-cholesterinum-trituration-tablet-3x-otc400807
814,Dr Boricke Rapi Grow Oral Drops (30ml Each),2 ml,₹380,₹375,https://www.1mg.com/otc/dr-boricke-rapi-grow-oral-drops-30ml-each-otc850195
815,Wheezal Calendula Dressing Powder,100 gm,₹130,₹117,https://www.1mg.com/otc/wheezal-calendula-dressing-powder-otc339209
816,SBL Rhus Toxicodendron Dilution 1000 CH,30 ml,₹140,₹125,https://www.1mg.com/otc/sbl-rhus-toxicodendron-dilution-1000-ch-otc338183
817,SBL Calcarea Sulphurica Biochemic Tablet 6X,25 gm,₹110,₹93,https://www.1mg.com/otc/sbl-calcarea-sulphurica-biochemic-tablet-6x-otc331083
818,Dr. Reckeweg Bio-Combination 11 (BC 11) Tablet,20 gm,₹200,₹174,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-11-bc-11-tablet-otc326276
819,Dr Willmar Schwabe India Carbo Vegetabilis Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/dr-willmar-schwabe-india-carbo-vegetabilis-dilution-30-ch-otc398635
820,SBL Ledum Palustre Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-ledum-palustre-dilution-200-ch-otc348162
821,Dr. Reckeweg Crataegus Mother Tincture Q,100 ml,₹910,₹840,https://www.1mg.com/otc/dr.-reckeweg-crataegus-mother-tincture-q-otc573747
822,Allen Varicose Vein Drop,30 ml,₹170,₹151,https://www.1mg.com/otc/allen-varicose-vein-drop-otc756779
823,SBL Hamamelis Virginica Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-hamamelis-virginica-dilution-30-ch-otc347834
824,SBL Kali Bromatum Dilution 30 CH,30 ml,₹100,₹80,https://www.1mg.com/otc/sbl-kali-bromatum-dilution-30-ch-otc348034
825,SBL Selenium Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-selenium-dilution-30-ch-otc338228
826,Dr. Reckeweg Caladium Seg Dilution 200 CH,11 ml,₹170,₹161,https://www.1mg.com/otc/dr.-reckeweg-caladium-seg-dilution-200-ch-otc335830
827,SBL Magnesia Phosphoricum Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/sbl-magnesia-phosphoricum-dilution-200-ch-otc348253
828,Bakson's Homeopathy Calcarea Fluorica Biochemic Tablet 6X,30 ml,₹720,₹641,https://www.1mg.com/otc/bakson-s-homeopathy-calcarea-fluorica-biochemic-tablet-6x-otc697438
829,ADEL Alfalfa Tonic with Ginseng,500 ml,₹1250,₹1089,https://www.1mg.com/otc/adel-alfalfa-tonic-with-ginseng-otc724466
830,LDD Bioscience Orthonip,60 tablets,₹450,₹405,https://www.1mg.com/otc/ldd-bioscience-orthonip-otc628290
831,Haslab -Scm Cineraria Maritima Eye Drop,10 ml,₹450,MRP₹144,https://www.1mg.com/otc/haslab-scm-cineraria-maritima-eye-drop-otc339479
832,SBL Ammi Visnaga Cream,25 gm,₹75,₹66,https://www.1mg.com/otc/sbl-ammi-visnaga-cream-otc330976
833,Bakson's Homeopathy Kali Muriaticum Biochemic Tablet 6X,25 gm,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-kali-muriaticum-biochemic-tablet-6x-otc695167
834,Dr. Reckeweg Carica Papaya Mother Tincture Q,20 ml,₹360,₹338,https://www.1mg.com/otc/dr.-reckeweg-carica-papaya-mother-tincture-q-otc327455
835,Bakson's Homeopathy Kali Phosphoricum Biochemic Tablet 3X,20 ml,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-kali-phosphoricum-biochemic-tablet-3x-otc695196
836,Dr Willmar Schwabe India Alpha - WD Drop,30 ml,₹125,₹111,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-wd-drop-otc327174
837,Dr. Reckeweg Allium Sativum Mother Tincture Q,20 ml,₹315,₹244,https://www.1mg.com/otc/dr.-reckeweg-allium-sativum-mother-tincture-q-otc327808
838,SBL Physostigma Venenosum Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-physostigma-venenosum-dilution-30-ch-otc348512
839,Allen Varicose Vein Massage Oil,100 ml,₹200,₹178,https://www.1mg.com/otc/allen-varicose-vein-massage-oil-otc756783
840,SBL Berberis Aquifolium Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-berberis-aquifolium-dilution-30-ch-otc346014
841,SBL Osteo Arthritic Nosode Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-osteo-arthritic-nosode-dilution-200-ch-otc348922
842,Adven Folli Plus Tablet,90 tablets,₹225,₹180,https://www.1mg.com/otc/adven-folli-plus-tablet-otc726146
843,Bakson's Homeopathy Biocombination 17 Tablet,90 tablets,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-17-tablet-otc694659
844,Dr. Reckeweg Passiflora Inc Mother Tincture Q,20 ml,₹315,₹296,https://www.1mg.com/otc/dr.-reckeweg-passiflora-inc-mother-tincture-q-otc327409
845,Bakson's Homeopathy Natrum Sulphuricum Biochemic Tablet 30X,20 ml,₹720,₹700,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-sulphuricum-biochemic-tablet-30x-otc695560
846,SBL Hekla Lava Trituration Tablet 3X,25 gm,₹175,₹156,https://www.1mg.com/otc/sbl-hekla-lava-trituration-tablet-3x-otc338992
847,Bakson's Homeopathy Kali Phosphoricum Biochemic Tablet 12X,25 gm,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-kali-phosphoricum-biochemic-tablet-12x-otc695192
848,Wheezal Memorine Drop,30 ml,₹150,₹134,https://www.1mg.com/otc/wheezal-memorine-drop-otc339232
849,Bakson's Homeopathy Magnesium Phosphoricum Biochemic Tablet 12X,30 ml,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-magnesium-phosphoricum-biochemic-tablet-12x-otc695219
850,Bakson's Homeopathy Calcarea Fluorica Biochemic Tablet 30X,30 ml,₹720,₹696,https://www.1mg.com/otc/bakson-s-homeopathy-calcarea-fluorica-biochemic-tablet-30x-otc697443
851,SBL Syzygium Jambolanum Trituration Tablet 1X,25 gm,₹165,₹142,https://www.1mg.com/otc/sbl-syzygium-jambolanum-trituration-tablet-1x-otc330981
852,Bakson's Homeopathy Biocombination 2 Tablet,25 gm,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-2-tablet-otc694677
853,Dr. Reckeweg Ashwagandha Mother Tincture Q,100 ml,₹720,MRP₹1030,https://www.1mg.com/otc/dr.-reckeweg-ashwagandha-mother-tincture-q-otc573731
854,Bakson's Homeopathy Biocombination 19 Tablet,100 ml,₹720,MRP₹720,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-19-tablet-otc694671
855,Bakson's Homeopathy Natrum Muriaticum Biochemic Tablet 3X,100 ml,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-muriaticum-biochemic-tablet-3x-otc695232
856,Bakson's Homeopathy Biocombination 3 Tablet,100 ml,₹720,₹696,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-3-tablet-otc694804
857,Bakson's Homeopathy Biocombination 24 Tablet,100 ml,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-24-tablet-otc694720
858,Bakson's Homeopathy Biocombination 12 Tablet,100 ml,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-biocombination-12-tablet-otc694625
859,Bakson's Homeopathy Natrum Phosphoricum Biochemic Tablet 12X,100 ml,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-phosphoricum-biochemic-tablet-12x-otc695237
860,Bakson's Homeopathy Natrum Muriaticum Biochemic Tablet 30X,100 ml,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-muriaticum-biochemic-tablet-30x-otc695230
861,Bakson's Homeopathy Natrum Phosphoricum Biochemic Tablet 3X,100 ml,₹720,₹698,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-phosphoricum-biochemic-tablet-3x-otc695241
862,Bakson's Homeopathy Tense Aid Tablet,200 tablets,₹500,₹344,https://www.1mg.com/otc/bakson-s-homeopathy-tense-aid-tablet-otc502933
863,Bakson's Homeopathy Calcarea Phosphorica Biochemic Tablet 12X,200 tablets,₹720,₹497,https://www.1mg.com/otc/bakson-s-homeopathy-calcarea-phosphorica-biochemic-tablet-12x-otc695102
864,LDD Bioscience Yelo-Lax Tablet,50 tablets,₹130,₹124,https://www.1mg.com/otc/ldd-bioscience-yelo-lax-tablet-otc604958
865,LDD Bioscience Yelo-Lax Tablet,1000 tablets,₹1100,₹1012,https://www.1mg.com/otc/ldd-bioscience-yelo-lax-tablet-otc628330
866,SBL Titanium Metallicum Trituration Tablet 3X,25 gm,₹175,₹156,https://www.1mg.com/otc/sbl-titanium-metallicum-trituration-tablet-3x-otc338958
867,Bakson's Homeopathy Ferrum Phosphoricum Biochemic Tablet 6X,25 gm,₹105,₹85,https://www.1mg.com/otc/bakson-s-homeopathy-ferrum-phosphoricum-biochemic-tablet-6x-otc695144
868,Wheezal Hymusa Syrup,450 ml,₹320,₹290,https://www.1mg.com/otc/wheezal-hymusa-syrup-otc624057
869,SBL Ledum Palustre Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-ledum-palustre-dilution-30-ch-otc338317
870,SBL Insulinum Dilution 30 CH,30 ml,₹100,₹85,https://www.1mg.com/otc/sbl-insulinum-dilution-30-ch-otc348861
871,SBL Clematis Erecta Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-clematis-erecta-dilution-30-ch-otc346187
872,Bakson's Homeopathy Kali Phosphoricum Biochemic Tablet 6X,30 ml,₹120,₹90,https://www.1mg.com/otc/bakson-s-homeopathy-kali-phosphoricum-biochemic-tablet-6x-otc695197
873,Dr. Reckeweg Aesculus Hippocastanum Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-aesculus-hippocastanum-dilution-30-ch-otc326923
874,Dr Willmar Schwabe India Graphites Pentarkan Ptk 50 Tablet,20 gm,₹185,₹135,https://www.1mg.com/otc/dr-willmar-schwabe-india-graphites-pentarkan-ptk-50-tablet-otc327654
875,Dr. Reckeweg Tribulus Terr Mother Tincture Q,20 ml,₹315,₹296,https://www.1mg.com/otc/dr.-reckeweg-tribulus-terr-mother-tincture-q-otc327485
876,Wheezal Eye Bright Eye Drop,10 ml,₹100,₹89,https://www.1mg.com/otc/wheezal-eye-bright-eye-drop-otc339231
877,Dr Willmar Schwabe India Alpha - NC Tablet,20 gm,₹198,₹135,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-nc-tablet-otc326045
878,Dr Willmar Schwabe India Alfalfa Mother Tincture Q,30 ml,₹110,₹93,https://www.1mg.com/otc/dr-willmar-schwabe-india-alfalfa-mother-tincture-q-otc390639
879,SBL Tranquil Tablet,450 gm,₹865,₹813,https://www.1mg.com/otc/sbl-tranquil-tablet-otc812935
880,Wheezal Petrolatum-W Pure Petroleum Jelly,100 gm,₹190,₹169,https://www.1mg.com/otc/wheezal-petrolatum-w-pure-petroleum-jelly-otc339203
881,SBL Iris Versicolor Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-iris-versicolor-dilution-30-ch-otc347978
882,SBL Colocynthis Mother Tincture Q,30 ml,₹125,₹111,https://www.1mg.com/otc/sbl-colocynthis-mother-tincture-q-otc338494
883,SBL Ammonium Carbonicum Dilution 30 CH,30 ml,₹100,₹86,https://www.1mg.com/otc/sbl-ammonium-carbonicum-dilution-30-ch-otc345780
884,SBL Symphytum Officinale Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-symphytum-officinale-dilution-30-ch-otc348813
885,Allen Dewarts Cream,25 gm,₹100,₹89,https://www.1mg.com/otc/allen-dewarts-cream-otc330457
886,Dr Willmar Schwabe India Topi Cardiospermum Cream,25 gm,₹80,₹71,https://www.1mg.com/otc/dr-willmar-schwabe-india-topi-cardiospermum-cream-otc326142
887,Dr. Reckeweg Cantharis Dilution 30 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-cantharis-dilution-30-ch-otc326862
